seqID,cluster,ancestor,level
245,203,195,8
246,204,195,9
247,205,195,10
248,206,195,13
249,207,195,14
250,208,195,13
251,209,195,14
252,210,195,11
253,211,195,12
254,212,195,15
255,213,195,9
256,214,195,11
257,215,195,12
258,216,195,2
259,217,195,16
260,218,218,0
261,218,218,0
262,218,218,0
263,218,218,0
264,218,218,0
265,218,218,0
266,219,218,1
267,220,218,2
268,221,218,3
269,222,218,4
270,223,218,5
271,224,218,6
272,225,218,7
273,226,218,8
274,227,218,9
275,228,218,10
276,229,218,11
277,230,218,12
278,231,218,13
279,232,218,14
280,233,218,15
281,234,218,14
282,235,218,8
283,236,218,4
284,237,218,9
285,238,218,1
286,239,239,0
287,240,239,1
288,241,239,2
289,239,239,0
290,239,239,0
291,239,239,0
292,242,239,3
293,243,239,4
294,244,239,5
295,245,239,6
296,246,239,7
297,247,239,12
298,248,239,13
299,249,239,14
300,250,239,15
301,251,239,16
302,252,239,12
303,253,239,13
304,254,239,10
305,255,239,17
306,256,239,11
307,257,239,10
308,258,239,11
309,259,239,8
310,260,239,9
311,261,239,4
312,262,262,0
313,262,262,0
314,262,262,0
315,262,262,0
316,262,262,0
317,262,262,0
318,263,262,1
319,264,262,2
320,265,262,3
321,266,262,4
322,267,262,5
323,268,262,6
324,269,262,7
325,270,262,11
326,271,262,12
327,272,262,13
328,273,262,11
329,274,262,14
330,275,262,12
331,276,262,8
332,277,262,9
333,278,262,10
334,279,262,2
335,280,262,3
336,281,262,9
337,282,262,10
338,283,283,0
339,283,283,0
340,283,283,0
341,283,283,0
342,283,283,0
343,284,283,1
344,285,283,2
345,286,283,3
346,287,283,4
347,288,283,5
348,289,283,6
349,290,283,7
350,291,283,8
351,292,283,9
352,293,283,10
353,294,283,11
354,295,283,12
355,296,283,13
356,297,283,14
357,298,283,15
358,299,283,12
359,300,283,11
360,301,283,2
361,302,283,10
362,303,283,9
363,304,283,2
364,305,305,0
365,305,305,0
366,305,305,0
367,305,305,0
368,305,305,0
369,305,305,0
370,306,305,1
371,307,305,2
372,305,305,0
373,308,305,3
374,305,305,0
375,309,305,4
376,310,305,5
377,311,305,6
378,312,305,7
379,313,305,8
380,314,305,9
381,315,305,10
382,316,305,11
383,317,305,12
384,318,305,13
385,319,305,12
386,320,305,13
387,321,305,9
388,322,305,7
389,323,305,8
390,324,324,0
391,324,324,0
392,324,324,0
393,324,324,0
394,325,324,1
395,324,324,0
396,326,324,5
397,327,324,6
398,328,324,7
399,324,324,0
400,324,324,0
401,329,324,8
402,330,324,9
403,331,324,10
404,332,324,11
405,333,324,12
406,334,324,5
407,335,324,6
408,336,324,2
409,337,324,3
410,338,324,4
411,339,324,4
412,340,324,2
413,341,324,3
414,342,324,5
415,343,324,1
416,344,344,0
417,344,344,0
418,345,344,1
419,344,344,0
420,344,344,0
421,346,344,2
422,347,344,3
423,348,344,4
424,349,344,5
425,350,344,6
426,351,344,7
427,352,344,8
428,353,344,9
429,354,344,10
430,355,344,11
431,356,344,12
432,357,344,13
433,358,344,14
434,359,344,15
435,360,344,16
436,361,344,17
437,362,344,18
438,363,344,19
439,364,344,15
440,365,344,14
441,366,344,4
442,367,367,0
443,367,367,0
444,367,367,0
445,367,367,0
446,367,367,0
447,367,367,0
448,368,367,1
449,369,367,2
450,370,367,3
451,371,367,4
452,372,367,5
453,373,367,6
454,374,367,7
455,375,367,8
456,376,367,10
457,377,367,11
458,378,367,12
459,379,367,13
460,380,367,14
461,381,367,14
462,382,367,10
463,383,367,11
464,384,367,9
465,385,367,1
466,386,367,8
467,387,367,4
468,388,388,0
469,389,388,1
470,388,388,0
471,388,388,0
472,388,388,0
473,388,388,0
474,390,388,2
475,391,388,3
476,392,388,4
477,388,388,0
478,393,388,5
479,394,388,6
480,395,388,9
481,396,388,10
482,397,388,11
483,398,388,12
484,399,388,13
485,400,388,9
486,401,388,14
487,402,388,10
488,403,388,7
489,404,388,6
490,405,388,5
491,406,388,6
492,407,388,11
493,408,388,8
494,409,409,0
495,409,409,0
496,409,409,0
497,410,409,1
498,409,409,0
499,409,409,0
500,411,409,2
501,412,409,3
502,413,409,4
503,414,409,5
504,415,409,6
505,416,409,7
506,417,409,8
507,418,409,9
508,419,409,10
509,420,409,15
510,421,409,15
511,422,409,11
512,423,409,12
513,424,409,13
514,425,409,14
515,426,409,13
516,427,409,1
517,428,409,10
518,429,409,7
519,430,409,4
520,431,431,0
521,431,431,0
522,432,431,1
523,431,431,0
524,431,431,0
525,433,431,2
526,431,431,0
527,434,431,3
528,431,431,0
529,435,431,7
530,436,431,10
531,437,431,11
532,438,431,12
533,439,431,13
534,440,431,14
535,441,431,15
536,442,431,10
537,443,431,11
538,444,431,16
539,445,431,8
540,446,431,7
541,447,431,8
542,448,431,4
543,449,431,5
544,450,431,9
545,451,431,6
546,452,452,0
547,452,452,0
548,452,452,0
549,452,452,0
550,452,452,0
551,452,452,0
552,453,452,1
553,454,452,2
554,455,452,3
555,456,452,4
556,457,452,5
557,458,452,9
558,459,452,10
559,460,452,11
560,461,452,12
561,462,452,13
562,463,452,9
563,464,452,14
564,465,452,10
565,466,452,6
566,467,452,7
567,468,452,9
568,469,452,10
569,470,452,8
570,471,452,6
571,472,452,7
572,473,473,0
573,473,473,0
574,473,473,0
575,474,473,1
576,473,473,0
577,473,473,0
578,475,473,2
579,476,473,3
580,477,473,4
581,478,473,5
582,479,473,6
583,480,473,7
584,481,473,8
585,482,473,9
586,483,473,10
587,484,473,11
588,485,473,12
589,486,473,13
590,487,473,14
591,488,473,15
592,489,473,16
593,490,473,17
594,491,473,7
595,492,473,5
596,493,473,8
597,494,473,8
598,495,495,0
599,495,495,0
600,495,495,0
601,495,495,0
602,495,495,0
603,496,495,1
604,497,495,2
605,498,495,5
606,499,495,6
607,500,495,7
608,495,495,0
609,501,495,8
610,502,495,9
611,503,495,10
612,504,495,11
613,505,495,12
614,506,495,13
615,507,495,14
616,508,495,15
617,509,495,16
618,510,495,17
619,511,495,5
620,512,495,6
621,513,495,3
622,514,495,4
623,515,495,18
624,516,516,0
625,516,516,0
626,516,516,0
627,517,516,1
628,518,516,2
629,516,516,0
630,516,516,0
631,519,516,3
632,520,516,4
633,521,516,5
634,522,516,6
635,523,516,14
636,524,516,15
637,525,516,16
638,526,516,14
639,527,516,15
640,528,516,7
641,529,516,10
642,530,516,11
643,531,516,12
644,532,516,13
645,533,516,10
646,534,516,11
647,535,516,8
648,536,516,9
649,537,516,9
650,538,538,0
651,538,538,0
652,539,538,1
653,540,538,2
654,538,538,0
655,538,538,0
656,541,538,4
657,542,538,5
658,538,538,0
659,538,538,0
660,543,538,6
661,544,538,7
662,545,538,8
663,546,538,9
664,547,538,10
665,548,538,11
666,549,538,12
667,550,538,13
668,551,538,14
669,552,538,14
670,553,538,12
671,554,538,13
672,555,538,4
673,556,538,5
674,557,538,9
675,558,538,3
676,559,559,0
677,559,559,0
678,559,559,0
679,559,559,0
680,559,559,0
681,559,559,0
682,560,559,1
683,561,559,2
684,562,559,3
685,563,559,4
686,564,559,5
687,565,559,6
688,566,559,7
689,567,559,8
690,568,559,9
691,569,559,10
692,570,559,11
693,571,559,12
694,572,559,13
695,573,559,14
696,574,559,15
697,575,559,16
698,576,559,17
699,577,559,18
700,578,559,2
701,579,559,3
702,580,580,0
703,580,580,0
704,581,580,1
705,582,580,2
706,580,580,0
707,580,580,0
708,583,580,3
709,584,580,4
710,585,580,5
711,586,580,6
712,587,580,7
713,588,580,13
714,589,580,14
715,590,580,13
716,591,580,14
717,592,580,8
718,593,580,10
719,594,580,11
720,595,580,10
721,596,580,11
722,597,580,9
723,598,580,12
724,599,580,11
725,600,580,9
726,601,580,10
727,602,580,7
728,603,603,0
729,604,603,1
730,603,603,0
731,605,603,2
732,603,603,0
733,603,603,0
734,606,603,3
735,607,603,4
736,608,603,5
737,609,603,6
738,610,603,7
739,611,603,8
740,612,603,9
741,613,603,10
742,614,603,14
743,615,603,15
744,616,603,16
745,617,603,17
746,618,603,18
747,619,603,19
748,620,603,14
749,621,603,15
750,622,603,11
751,623,603,8
752,624,603,12
753,625,603,13
754,626,626,0
755,626,626,0
756,626,626,0
757,626,626,0
758,627,626,1
759,626,626,0
760,626,626,0
761,628,626,2
762,629,626,3
763,626,626,0
764,630,626,4
765,631,626,5
766,632,626,6
767,633,626,7
768,634,626,8
769,635,626,9
770,636,626,10
771,637,626,11
772,638,626,12
773,639,626,13
774,640,626,14
775,641,626,13
776,642,626,8
777,643,626,9
778,644,626,11
779,645,626,15
780,646,646,0
781,646,646,0
782,647,646,1
783,646,646,0
784,646,646,0
785,648,646,2
786,649,646,3
787,650,646,4
788,651,646,5
789,652,646,6
790,653,646,7
791,654,646,10
792,655,646,11
793,656,646,12
794,646,646,0
795,657,646,15
796,658,646,15
797,659,646,13
798,660,646,14
799,661,646,10
800,662,646,11
801,663,646,8
802,664,646,8
803,665,646,9
804,666,646,8
805,667,646,8
806,668,668,0
807,668,668,0
808,668,668,0
809,668,668,0
810,668,668,0
811,668,668,0
812,669,668,1
813,670,668,2
814,668,668,0
815,671,668,3
816,672,668,4
817,673,668,5
818,674,668,7
819,675,668,8
820,676,668,9
821,677,668,10
822,678,668,11
823,679,668,14
824,680,668,14
825,681,668,15
826,682,668,15
827,683,668,12
828,684,668,13
829,685,668,7
830,686,668,8
831,687,668,6
832,688,688,0
833,689,688,1
834,688,688,0
835,690,688,2
836,688,688,0
837,691,688,3
838,692,688,4
839,693,688,5
840,694,688,6
841,695,688,7
842,696,688,8
843,697,688,14
844,698,688,15
845,699,688,16
846,700,688,17
847,701,688,18
848,702,688,19
849,703,688,20
850,704,688,21
851,705,688,14
852,706,688,15
853,707,688,9
854,708,688,10
855,709,688,11
856,710,688,12
857,711,688,13
858,712,712,0
859,712,712,0
860,712,712,0
861,712,712,0
862,712,712,0
863,712,712,0
864,713,712,1
865,712,712,0
866,714,712,2
867,715,712,3
868,716,712,4
869,717,712,5
870,718,712,6
871,719,712,7
872,720,712,8
873,721,712,9
874,722,712,10
875,723,712,11
876,724,712,13
877,725,712,14
878,726,712,13
879,727,712,14
880,728,712,12
881,729,712,2
882,730,712,9
883,731,712,10
884,732,732,0
885,733,732,1
886,732,732,0
887,732,732,0
888,732,732,0
889,732,732,0
890,734,732,2
891,735,732,3
892,736,732,4
893,737,732,5
894,732,732,0
895,738,732,6
896,739,732,9
897,740,732,10
898,741,732,11
899,742,732,12
900,743,732,13
901,744,732,14
902,745,732,9
903,746,732,15
904,747,732,10
905,748,732,7
906,749,732,7
907,750,732,6
908,751,732,7
909,752,732,8
910,753,753,0
911,753,753,0
912,753,753,0
913,753,753,0
914,753,753,0
915,753,753,0
916,754,753,1
917,755,753,5
918,753,753,0
919,753,753,0
920,756,753,6
921,757,753,7
922,758,753,8
923,759,753,9
924,760,753,10
925,761,753,11
926,762,753,5
927,763,753,6
928,764,753,4
929,765,753,4
930,766,753,5
931,767,753,3
932,768,753,3
933,769,753,4
934,770,753,2
935,771,753,2
936,772,772,0
937,772,772,0
938,772,772,0
939,772,772,0
940,772,772,0
941,772,772,0
942,773,772,1
943,774,772,2
944,775,772,3
945,772,772,0
946,776,772,5
947,777,772,8
948,778,772,9
949,779,772,10
950,780,772,11
951,781,772,12
952,782,772,13
953,783,772,14
954,784,772,8
955,785,772,9
956,786,772,6
957,787,772,5
958,788,772,7
959,789,772,9
960,790,772,6
961,791,772,4
962,792,792,0
963,792,792,0
964,792,792,0
965,792,792,0
966,792,792,0
967,792,792,0
968,793,792,1
969,792,792,0
970,794,792,2
971,795,792,3
972,796,792,4
973,797,792,5
974,798,792,6
975,799,792,7
976,800,792,8
977,801,792,9
978,802,792,10
979,803,792,14
980,804,792,14
981,805,792,11
982,806,792,12
983,807,792,3
984,808,792,1
985,809,792,13
986,810,792,2
987,811,792,1
988,812,812,0
989,812,812,0
990,813,812,1
991,812,812,0
992,812,812,0
993,812,812,0
994,814,812,2
995,815,812,3
996,816,812,4
997,817,812,5
998,818,812,6
999,819,812,13
1000,820,812,14
1001,821,812,15
1002,822,812,16
1003,823,812,17
1004,824,812,13
1005,825,812,14
1006,826,812,7
1007,827,812,10
1008,828,812,11
1009,829,812,10
1010,830,812,12
1011,831,812,11
1012,832,812,8
1013,833,812,9
1014,834,834,0
1015,835,834,1
1016,834,834,0
1017,836,834,2
1018,837,834,3
1019,838,834,4
1020,839,834,5
1021,840,834,6
1022,841,834,9
1023,842,834,10
1024,843,834,11
1025,844,834,12
1026,845,834,13
1027,846,834,14
1028,847,834,15
1029,848,834,16
1030,849,834,17
1031,850,834,18
1032,851,834,19
1033,852,834,20
1034,853,834,9
1035,854,834,10
1036,855,834,7
1037,856,834,21
1038,857,834,8
1039,858,834,5
1040,859,859,0
1041,859,859,0
1042,860,859,1
1043,859,859,0
1044,861,859,2
1045,859,859,0
1046,859,859,0
1047,862,859,3
1048,863,859,4
1049,859,859,0
1050,864,859,5
1051,865,859,6
1052,866,859,7
1053,867,859,8
1054,868,859,9
1055,869,859,10
1056,870,859,11
1057,871,859,12
1058,872,859,5
1059,873,859,6
1060,874,859,11
1061,875,859,3
1062,876,859,6
1063,877,859,3
1064,878,859,4
1065,879,859,7
1066,880,885,4
1067,881,885,3
1068,882,885,4
1069,883,885,5
1070,884,885,6
1071,885,885,0
1072,886,885,1
1073,887,885,2
1074,887,885,2
1075,888,885,7
1076,889,885,8
1077,890,885,9
1078,891,885,11
1079,892,885,12
1080,893,885,13
1081,894,885,14
1082,895,885,15
1083,896,885,16
1084,897,885,17
1085,898,885,18
1086,899,885,19
1087,900,885,11
1088,901,885,12
1089,902,885,10
1090,903,885,9
1091,904,885,10
